row_id,title,year,captured_citation_count,doi,openalex_id,venue,type,open_access,open_access_url,authors,institutions,source_query_count,source_queries,audit_classification,directness,duplicate_group,review_status
259,Tests of Racial Discrimination in a Simple Financial Market: Managers in Major League Baseball,2018,1,10.3390/ijfs6010024,https://openalex.org/W2790599499,International Journal of Financial Studies,article,True,https://www.mdpi.com/2227-7072/6/1/24/pdf?version=1519921500,Rodney J. Paul; Andrew P. Weinbach; Justin Mattingly,Coastal Carolina University; Syracuse University,1,baseball betting market efficiency MLB,sports_betting_market_support,medium,,automated retained set; manual core review required
260,SPORTS MARKET AS A DATA SOURCE FOR ECONOMICS: WITH SPECIAL EMPHASIS ON BETTING AND FANTASY SPORTS,2021,1,10.52950/es.2021.10.1.004,https://openalex.org/W3186223595,International Journal of Economic Sciences,article,True,http://www.eurrec.org/ijoes-article-116946?download=4,Vojtěch Kotrba; Robert C. Holman,Prague University of Economics and Business,1,baseball betting market efficiency MLB,sports_betting_market_support,medium,,automated retained set; manual core review required
261,Betting Markets: Opportunities For Many?,2013,1,,https://openalex.org/W2229045868,Annals of Faculty of Economics,article,False,,Emiliano Colantonio,,1,anchor_betting_opportunities,sports_betting_market_support,medium,,automated retained set; manual core review required
262,Sentiment Bias and Asset Prices: Evidence from Sports Betting Markets and Social Media,2013,1,,https://openalex.org/W3122523192,The Research Repository @ WVU (West Virginia University),preprint,False,,Arne Feddersen; Brad R. Humphreys; Brian P. Soebbing,Temple College; University of Southern Denmark; West Virginia University,1,anchor_asset_pricing,sports_betting_market_support,medium,DUP-08,automated retained set; manual core review required
263,Sports Betting Arbitrage in English Football,2019,0,10.13140/rg.2.2.13916.03201,https://openalex.org/W3031024743,Digital Library (University of West Bohemia),article,True,https://doi.org/10.13140/rg.2.2.13916.03201,Patrice Marek; František Vávra,,1,sports betting arbitrage,direct_surebet_or_arbitrage,high,,candidate for manual core review
264,"Game, set &amp; match: analyzing betting markets in the Davis Cup landscape",2024,0,,https://openalex.org/W7135900095,Academica-e (Universidad Pública de Navarra),dissertation,True,https://hdl.handle.net/2454/53464,Miguel Martínez de Espronceda Ezquerro,,2,surebet sports betting overround; anchor_overround_surebets,sports_betting_market_support,medium,,automated retained set; manual core review required
265,Introduction - Gambling economics and management: some insights into recent developments in gambling-related research,2018,0,10.17811/ebl.7.4.2018.126-128,https://openalex.org/W2903124697,Economics and Business Letters,article,True,https://reunido.uniovi.es/index.php/EBL/article/download/13104/11949,Leví Pérez,Universidad de Oviedo,2,surebet sports betting overround; anchor_overround_surebets,sports_betting_market_support,medium,,automated retained set; manual core review required
266,Three essays in applied economics : on exploiting arbitrage and detecting in-auction fraud in online markets,2015,0,10.5451/unibas-006356910,https://openalex.org/W1925066404,edoc (University of Basel),dissertation,True,https://edoc.unibas.ch/37670/1/herzog_dissertation.pdf,Dominic Herzog,,3,surebet sports betting overround; value betting vs arbitrage sports positive EV; anchor_overround_surebets,direct_surebet_or_arbitrage,high,,candidate for manual core review
267,Uncertainty-Aware Machine Learning for NBA Forecasting in Digital Betting Markets,2026,0,10.3390/info17010056,https://openalex.org/W7118630743,Information,article,True,https://www.mdpi.com/2078-2489/17/1/56/pdf,Matteo Montrucchio; Enrico Barbierato; Alice Gatti,Università Cattolica del Sacro Cuore,2,bookmaker arbitrage odds dispersion; value betting vs arbitrage sports positive EV,sports_betting_market_support,medium,,automated retained set; manual core review required
268,Application of Poisson and Dixon-Coles models on football match outcome prediction and research of a positive return over investment in betting market,2020,0,,https://openalex.org/W3090857087,DSpace repository (University of Tartu),dissertation,True,http://hdl.handle.net/10062/69409,Farhad Tahirov,,1,bookmaker arbitrage odds dispersion,sports_betting_market_support,medium,,automated retained set; manual core review required
269,Betting Market Efficiency in the Presence of Unfamiliar Shocks: The Case of Ghost Games During the COVID-19 Pandemic,2020,0,,https://openalex.org/W3122301989,Econstor (Econstor),article,True,http://hdl.handle.net/10419/222982,Kai Fischer; Justus Haucap,German Institute for Economic Research,1,bookmaker arbitrage odds dispersion,sports_betting_market_support,medium,,automated retained set; manual core review required
270,Consumer Wagering Biases Exploited By International Sportsbooks,2024,0,10.52295/dcc.6635,https://openalex.org/W4391806291,,preprint,True,https://digitalcc.coloradocollege.edu/record/6635/files/Feiler_Thesis_Feb14_2024.pdf,Stefan Feiler,,1,bookmaker arbitrage odds dispersion,sports_betting_market_support,medium,,automated retained set; manual core review required
271,An Investment Management Approach to Sports Betting,2026,0,,https://openalex.org/W7164628811,Digital Scholarship - UNLV (University of Nevada Reno),article,False,,Ahmad Namini,Brandeis University,1,line movement sports betting arbitrage,sports_betting_market_support,medium,,automated retained set; manual core review required
272,Why Georgia Should Get Off the Bench and Profit from the Inevitability of Sports Betting,2020,0,,https://openalex.org/W3035111284,eYLS (Yale Law School),article,True,https://readingroom.law.gsu.edu/gsulr/vol36/iss3/6,Andrew Smith,,1,stale odds sports betting,sports_betting_market_support,medium,,automated retained set; manual core review required
273,Abnormal returns in an efficient market? Statistical and economic weak form efficiency of online sports betting in European soccer,2016,0,,https://openalex.org/W2599516343,Aaltodoc (Aalto University),article,True,https://aaltodoc.aalto.fi/handle/123456789/21411,Tero Tiitu,,2,palpable error betting bookmaker rules; matched betting bonus arbitrage sports,direct_surebet_or_arbitrage,high,,candidate for manual core review
274,The Boys' club: An exploration into the social world of a Las Vegas casino sports book,2020,0,10.34917/2197474,https://openalex.org/W109636281,Digital Scholarship - UNLV (University of Nevada Reno),article,True,https://digitalscholarship.unlv.edu/thesesdissertations/851,Frederick William Krauss,"University of Nevada, Las Vegas",1,palpable error betting bookmaker rules,sports_betting_market_support,medium,,automated retained set; manual core review required
275,"Sixty years on the turf : the life and times of George Hodgman, 1840-1900 / edited by Charles R. Warren ; with illustrations.",1901,0,10.5962/bhl.title.27489,https://openalex.org/W2497221622,Grant Richards eBooks,book,True,https://www.biodiversitylibrary.org/itempdf/69998,George Hodgman; Charles R. Warren,,1,palpable error betting bookmaker rules,tangential_betting_or_gambling,low,,automated retained set; manual core review required
276,Decentralized Prediction Markets and Sports Books,2023,0,10.48550/arxiv.2307.08768,https://openalex.org/W4384807655,arXiv (Cornell University),preprint,True,https://arxiv.org/pdf/2307.08768,Hamed Amini; Maxim Bichuch; Zachary Feinstein,,1,decentralized sports betting arbitrage blockchain,prediction_market_other_or_support,low,,automated retained set; manual core review required
277,Onchain Sports Betting using UBET Automated Market Maker,2023,0,10.48550/arxiv.2309.12333,https://openalex.org/W4387030573,arXiv (Cornell University),preprint,True,https://arxiv.org/pdf/2309.12333,Daniel Jiwoong Im; Alexander Kondratskiy; Vincent Harvey; Hsuan-Wei Fu,,3,decentralized sports betting arbitrage blockchain; value betting vs arbitrage sports positive EV; matched betting bonus arbitrage sports,sports_betting_market_support,medium,,automated retained set; manual core review required
278,SoK: Market Microstructure for Decentralized Prediction Markets (DePMs),2025,0,10.48550/arxiv.2510.15612,https://openalex.org/W4415882651,arXiv (Cornell University),preprint,True,https://arxiv.org/pdf/2510.15612,Nahid Rahman; Joseph Al-Chami; Jeremy Clark,,1,decentralized sports betting arbitrage blockchain,prediction_market_other_or_support,low,,automated retained set; manual core review required
279,A comparison between financial and gambling markets,2026,0,10.1007/s43546-026-01202-9,https://openalex.org/W4403763025,SN Business & Economics,preprint,True,https://link.springer.com/content/pdf/10.1007/s43546-026-01202-9.pdf,Haoyu Liu; Carl Donovan; V. P. Popov,University of St Andrews,1,decentralized sports betting arbitrage blockchain,sports_betting_market_support,medium,,automated retained set; manual core review required
280,Prediction Markets? The Accuracy and Efficiency of $2.4 Billion in the 2024 Presidential Election,2025,0,10.31235/osf.io/d5yx2_v2,https://openalex.org/W4417100172,,article,True,https://doi.org/10.31235/osf.io/d5yx2_v2,Joshua D. Clinton; TzuFeng Huang,,1,Polymarket prediction market efficiency arbitrage,prediction_market_other_or_support,low,DUP-07,automated retained set; manual core review required
281,Prediction Markets? The Accuracy and Efficiency of $2.4 Billion in the 2024 Presidential Election,2025,0,10.31235/osf.io/d5yx2_v1,https://openalex.org/W4416887777,,preprint,True,https://doi.org/10.31235/osf.io/d5yx2_v1,Joshua D. Clinton; TzuFeng Huang,,1,Polymarket prediction market efficiency arbitrage,prediction_market_other_or_support,low,DUP-07,automated retained set; manual core review required
282,Prediction Markets? The Accuracy and Efficiency of $2.4 Billion in the 2024 Presidential Election,2025,0,10.31235/osf.io/d5yx2_v3,https://openalex.org/W4417173969,,article,True,https://doi.org/10.31235/osf.io/d5yx2_v3,Joshua D. Clinton; TzuFeng Huang,,1,Polymarket prediction market efficiency arbitrage,prediction_market_other_or_support,low,DUP-07,automated retained set; manual core review required
283,"Electoral Predictions on Polymarket: A Quantitative Description of Trading, Commenting, and Reacting",2026,0,10.51685/jqd.2026.011,https://openalex.org/W7162648001,Journal of Quantitative Description Digital Media,article,True,https://journalqd.org/article/download/9814/8019,Ross Dahlke; Naomi Mine; Haotian Zhao; Yingqi Huang; Dhavan Shah,University of Wisconsin–Madison,1,Polymarket prediction market efficiency arbitrage,prediction_market_other_or_support,low,,automated retained set; manual core review required
284,"Four Strategies, 562 Trades, Zero Edge A Forensic Autopsy of Algorithmic Weather Betting",2026,0,10.5281/zenodo.19337464,https://openalex.org/W7143514791,Zenodo (CERN European Organization for Nuclear Research),article,True,https://doi.org/10.5281/zenodo.19337464,Wenth Andreas,,1,Polymarket prediction market efficiency arbitrage,prediction_market_other_or_support,low,,automated retained set; manual core review required
285,Swing and a Miss: Uncovering Behavioral Biases in MLB Betting Markets,2025,0,,https://openalex.org/W7133578885,Digital Access to Scholarship at Harvard (DASH) (Harvard University),article,True,https://dash.harvard.edu/bitstreams/81e73570-084b-4e39-84d3-ccb4649c61ab/download,Kehan Liu,,1,value betting vs arbitrage sports positive EV,sports_betting_market_support,medium,,automated retained set; manual core review required
286,Betting on Everything,2025,0,10.70167/ddax4275,https://openalex.org/W4415739578,Boston College law review,article,True,https://bclawreview.bc.edu/articles/3224/files/6904bc084e6f0.pdf,Karl Lockhart,DePaul University,1,matched betting bonus arbitrage sports,tangential_betting_or_gambling,low,,automated retained set; manual core review required
287,FOOTBALL BETTING AND BEHAVIORAL ECONOMICS: A NOTE,2022,0,10.47509/ijefi.2022.v03i01.02,https://openalex.org/W4312416422,INDIAN JOURNAL OF ECONOMICS AND FINANCIAL ISSUES,article,True,https://doi.org/10.47509/ijefi.2022.v03i01.02,Ladd Kochman; David Bray; Luc Noiset,Kennesaw State University,1,anchor_levitt,sports_betting_market_support,medium,,automated retained set; manual core review required
