row_id,title,year,captured_citation_count,doi,openalex_id,venue,type,open_access,open_access_url,authors,institutions,source_query_count,source_queries,audit_classification,directness,duplicate_group,review_status
118,Balancing the book: Is it necessary and sufficient?,2017,13,10.5750/jgbe.v11i1.1280,https://openalex.org/W2751919758,The Journal of Gambling Business and Economics,article,True,https://qmro.qmul.ac.uk/xmlui/bitstream/123456789/19481/1/Piccaro%20Balancing%20the%20book%202017%20Accepted.pdf,Dudley Stark; Dominic Cortis,Queen Mary University of London; University of Malta,1,arbitrage betting cross bookmaker,sports_betting_market_support,medium,,automated retained set; manual core review required
119,Adjusting Bookmaker’s Odds to Allow for Overround,2017,13,10.11648/j.ajss.20170506.12,https://openalex.org/W2776741818,American Journal of Sports Science,article,True,http://article.sciencepublishinggroup.com/pdf/10.11648.j.ajss.20170506.12.pdf,Stephen R. Clarke,Swinburne University of Technology,2,negative overround sports betting; overround bookmaker margin sports betting,sports_betting_market_support,medium,,automated retained set; manual core review required
120,Analyzing Information Efficiency in the Betting Market for Association Football League Winners,2013,13,10.5750/jpm.v7i2.614,https://openalex.org/W1576574026,The Journal of Prediction Markets,article,False,,Lars Magnus Hvattum,Norwegian University of Science and Technology,1,weak semi strong efficiency sports betting,sports_betting_market_support,medium,,automated retained set; manual core review required
121,Home advantage and mispricing in indoor sports’ ghost games: the case of European basketball,2022,13,10.1007/s10479-022-04950-7,https://openalex.org/W4297502715,Annals of Operations Research,article,True,https://doi.org/10.1007/s10479-022-04950-7,Luca De Angelis; J. James Reade,University of Bologna; University of Reading,3,weak semi strong efficiency sports betting; statistical arbitrage sports betting probability; European football gambling arbitrage soccer,sports_betting_market_support,medium,,automated retained set; manual core review required
122,Modelling the scores and performance statistics of NBA basketball games,2018,13,10.1080/03610918.2018.1520878,https://openalex.org/W2900629687,Communications in Statistics - Simulation and Computation,article,False,,Kai Song; Qingrong Zou; Jian Shi,Academy of Mathematics and Systems Science; Chinese Academy of Sciences; University of Chinese Academy of Sciences,1,basketball betting market efficiency NBA,sports_betting_market_support,medium,,automated retained set; manual core review required
123,Gambling and financial markets a comparison from a regulatory perspective,2022,13,10.3389/fsoc.2022.1023307,https://openalex.org/W4309739384,Frontiers in Sociology,article,True,https://www.frontiersin.org/articles/10.3389/fsoc.2022.1023307/pdf,Linus Weidner,University of Wuppertal,1,sports betting market liquidity informed traders,tangential_betting_or_gambling,low,,automated retained set; manual core review required
124,Evidence of in-play insider trading on a UK betting exchange,2011,12,10.1080/00036846.2010.537644,https://openalex.org/W2120922266,Applied Economics,article,True,https://hal.science/hal-00670250/document,Alasdair Brown,SOAS University of London,3,betting exchange price efficiency Betfair; sports betting market microstructure; sports betting market liquidity informed traders,sports_betting_market_support,medium,,automated retained set; manual core review required
125,Statistical risk warnings in gambling,2020,12,10.1017/bpp.2020.59,https://openalex.org/W3094471550,Behavioural Public Policy,article,True,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/322E863AABC385F001D854B4D9A23FE0/S2398063X20000597a.pdf/div-class-title-statistical-risk-warnings-in-gambling-div.pdf,Philip Newall; Lukasz Walasek; Arman Hassanniakalager; Alex Russell; Elliot A. Ludvig,Central Queensland University; University of Bath; University of Warwick,1,European football gambling arbitrage soccer,gambling_harm_or_marketing,context_only,,automated retained set; manual core review required
126,Are Betting Markets Inefficient? Evidence From Simulations and Real Data,2023,11,10.1177/15270025231204997,https://openalex.org/W4388183914,Journal of Sports Economics,article,True,https://journals.sagepub.com/doi/pdf/10.1177/15270025231204997?download=true,David Winkelmann; Marius Ötting; Christian Deutscher; Tomasz Makarewicz,Bielefeld University,10,surebet sports betting overround; inter-market arbitrage sports betting; negative overround sports betting; sports betting market efficiency arbitrage; overround bookmaker margin sports betting; arbitrage opportunity persistence sports market; statistical arbitrage sports betting probability; football betting market efficiency overround; anchor_inter_market_arb; anchor_overround_surebets,sports_betting_market_support,medium,,automated retained set; manual core review required
127,The Timing of Bets and the Favorite-Longshot Bias ∗,2005,11,,https://openalex.org/W1596535661,RePEc: Research Papers in Economics,preprint,True,https://researchprofiles.ku.dk/da/publications/a5d00ac0-c34b-11db-bee9-02004c4f4f50,Marco Ottaviani; Peter Norman Sørensen,London Business School; University of Copenhagen,9,arbitrage betting cross bookmaker; inter-market arbitrage sports betting; line movement sports betting arbitrage; horse racing betting market efficiency arbitrage; sports betting market microstructure; sports betting market liquidity informed traders; bookmaker pricing model information asymmetry; cross-market equivalent bets normalization sports; anchor_shin,sports_betting_market_support,medium,,automated retained set; manual core review required
128,Behavioral Biases Never Walk Alone,2014,11,10.1177/1527002514560575,https://openalex.org/W2128124889,Journal of Sports Economics,article,True,https://academica-e.unavarra.es/bitstreams/855d8620-3598-4d9b-aeb5-4e9d7c0bac40/download,Isabel Abínzano; Luis Muga; Rafael Santamaría Aquilué,Universidad Publica de Navarra,2,bookmaker exchange arbitrage Betfair; arbitrage opportunity duration sports betting,sports_betting_market_support,medium,,automated retained set; manual core review required
129,Is There a Difference between Investing and Gambling? A Christian Perspective,1969,11,10.69492/jbib.v19i1.434,https://openalex.org/W2562282953,The journal of biblical integration in business.,article,True,https://cbfa-cbar.org/index.php/jbib/article/download/434/455,Kent T. Saunders,,1,line movement sports betting arbitrage,tangential_betting_or_gambling,low,,automated retained set; manual core review required
130,From Aggregate Betting Data to Individual Risk Preferences,2012,11,10.7916/d88g8txd,https://openalex.org/W2962291696,Toulouse 1 Capitole Publications (Université Toulouse I Capitole),preprint,True,http://publications.ut-capitole.fr/26382/1/agregate_econometrica.pdf,Pierre‐André Chiappori; Bernard Salanié; François Salanié; Amit Gandhi,,2,weak semi strong efficiency sports betting; cross-market equivalent bets normalization sports,tangential_betting_or_gambling,low,DUP-03,automated retained set; manual core review required
131,Automated Market Making: Theory and Practice,2012,11,10.1184/r1/6714920.v1,https://openalex.org/W11646084,Figshare,dissertation,True,https://figshare.com/articles/thesis/Automated_Market_Making_Theory_and_Practice/6714920,"Othman, Abraham M",Carnegie Mellon University,1,automated market maker prediction market sports,sports_betting_market_support,medium,,automated retained set; manual core review required
132,To bet or not to bet: a reality check for tennis betting market efficiency,2017,11,10.1080/00036846.2017.1394973,https://openalex.org/W2765440304,Applied Economics,article,False,,Štefan Lyócsa; Tomáš Výrost,University of Economics in Bratislava,1,tennis betting market efficiency,sports_betting_market_support,medium,,automated retained set; manual core review required
133,Games Without Frontiers?: Socio-historical Perspectives at the Gaming/Gambling Intersection,2021,11,10.1007/978-3-030-74910-1,https://openalex.org/W3135026496,ENLIGHTEN (Jurnal Bimbingan dan Konseling Islam),book,True,https://eprints.gla.ac.uk/227170/1/227170.pdf,Heather Wardle,,2,currency conversion sports betting costs; currency conversion sports betting costs,sports_betting_market_support,medium,,automated retained set; manual core review required
134,Examining the Role of Sports Betting Marketing in Youth Problem Gambling,2024,11,10.1007/s10899-024-10347-x,https://openalex.org/W4400960914,Journal of Gambling Studies,article,True,https://link.springer.com/content/pdf/10.1007/s10899-024-10347-x.pdf,Gianluca Di Censo; Paul Delfabbro; Daniel L. King,Flinders University; The University of Adelaide,1,sports betting account restriction limitation,sports_betting_market_support,medium,,automated retained set; manual core review required
135,The favorite-longshot bias and the impact of experience,2014,11,10.1007/s40685-014-0013-9,https://openalex.org/W2077121053,BuR - Business Research,article,True,https://link.springer.com/content/pdf/10.1007/s40685-014-0013-9.pdf,Eberhard Feess; Helge Müller; Christoph Schumacher,Frankfurt School of Finance & Management; Massey University,1,anchor_shin,sports_betting_market_support,medium,,automated retained set; manual core review required
136,Regulatory Categorization and Arbitrage: How Daily Fantasy Sports Companies Navigated Regulatory Categories Before and After Legalized Gambling,2020,10,10.1111/ablj.12156,https://openalex.org/W3007633951,American Business Law Journal,article,False,,John T. Holden; Christopher M. McLeod; Marc Edelman,Baruch College; Oklahoma State University; Texas Tech University,1,sports betting arbitrage,sports_betting_market_support,medium,,automated retained set; manual core review required
137,Hedging on Betting Markets,2020,10,10.3390/risks8030088,https://openalex.org/W3080879014,Risks,article,True,https://www.mdpi.com/2227-9091/8/3/88/pdf?version=1598349304,Gustav Axén; Dominic Cortis,University of Malta,6,back lay arbitrage betting exchange; sports betting market efficiency arbitrage; football betting market efficiency overround; tennis betting market efficiency; bookmaker market structure online betting; anchor_arb_winning,sports_betting_market_support,medium,,automated retained set; manual core review required
138,"New entry, strategic diversity and efficiency in soccer betting markets: the creation and suppression of arbitrage opportunities",2018,10,10.1080/1351847x.2018.1443148,https://openalex.org/W2793180036,European Journal of Finance,article,True,https://nottingham-repository.worktribe.com/output/919012,Andrew Grant; Anastasios Oikonomidis; Alistair Bruce; J.E.V. Johnson,University of Nottingham; University of Southampton; University of Sydney,1,betting market arbitrage odds,direct_surebet_or_arbitrage,high,,candidate for manual core review
139,"Efficiency Testing of Prediction Markets: Martingale Approach, Likelihood Ratio and Bayes Factor Analysis",2021,10,10.3390/risks9020031,https://openalex.org/W3127692648,Risks,article,True,https://www.mdpi.com/2227-9091/9/2/31/pdf?version=1612162430,Mark Richard; Jan Večeř,Charles University; Frankfurt School of Finance & Management,1,betting exchange price efficiency Betfair,sports_betting_market_support,medium,,automated retained set; manual core review required
140,In-game soccer outcome prediction with offline reinforcement learning,2024,10,10.1007/s10994-024-06611-1,https://openalex.org/W4402305003,Machine Learning,article,True,https://link.springer.com/content/pdf/10.1007/s10994-024-06611-1.pdf,Pegah Rahimian; Balazs Mark Mihalyi; László Toka,Budapest University of Technology and Economics,2,stale odds sports betting; esports betting market efficiency prediction,sports_betting_market_support,medium,,automated retained set; manual core review required
141,The Evolving Landscape of Sports Betting: A Risk for Young People?,2022,10,10.1007/978-3-658-35744-3_17,https://openalex.org/W4285284382,,book-chapter,True,https://link.springer.com/content/pdf/10.1007/978-3-658-35744-3_17.pdf,Damien Brevers; Claus Vögele; Joël Billieux,University of Lausanne; University of Luxembourg,1,sports betting commission fee structure,sports_betting_market_support,medium,,automated retained set; manual core review required
142,AI-based betting anomaly detection system to ensure fairness in sports and prevent illegal gambling,2024,10,10.1038/s41598-024-57195-8,https://openalex.org/W4392912750,Scientific Reports,article,True,https://www.nature.com/articles/s41598-024-57195-8.pdf,Changgyun Kim; Jae-Hyeon Park; Ji-Yong Lee,Kangwon National University; Korea National Sport University,3,constrained arbitrage optimization betting; statistical arbitrage sports betting probability; European football gambling arbitrage soccer,sports_betting_market_support,medium,,automated retained set; manual core review required
143,A new model for predicting the winner in tennis based on the eigenvector centrality,2022,10,10.1007/s10479-022-04594-7,https://openalex.org/W4220853325,Annals of Operations Research,article,True,https://link.springer.com/content/pdf/10.1007/s10479-022-04594-7.pdf,Alberto Arcagni; Vincenzo Candila; Rosanna Grassi,Sapienza University of Rome; University of Milano-Bicocca,1,tennis betting market efficiency,tangential_betting_or_gambling,low,,automated retained set; manual core review required
144,Efficient Spread Betting Markets: A Literature Review,2022,10,10.1177/15270025211071042,https://openalex.org/W4212774879,Journal of Sports Economics,review,False,,Jonas Vandenbruaene; Marc De Ceuster; Jan Annaert,University of Antwerp,2,sports betting market microstructure; anchor_efficiency_review,sports_betting_market_support,medium,,automated retained set; manual core review required
145,Gambling Away Stability: Sports Betting’s Impact on Vulnerable Households,2024,10,10.3386/w33108,https://openalex.org/W4404026668,National Bureau of Economic Research,report,True,https://doi.org/10.3386/w33108,Scott Baker; Justin Balthrop; Mark J. Johnson; Jason D. Kotter; Kevin Pisciotta,,1,sports betting market liquidity informed traders,sports_betting_market_support,medium,,automated retained set; manual core review required
146,Complexity as a guide to understanding decision bias: A contribution to the favorite‐longshot bias debate,2008,10,10.1002/bdm.629,https://openalex.org/W2129154640,Journal of Behavioral Decision Making,article,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/bdm.629,Ming‐Chien Sung; Johnnie Eric Victor Johnson; Itiel E. Dror,University of Southampton,1,anchor_shin,sports_betting_market_support,medium,,automated retained set; manual core review required
147,Efficiency characteristics of a market for state contingent claims,2001,9,10.1080/00036840110052785,https://openalex.org/W1984166866,Applied Economics,article,False,,Alistair Bruce; J.E.V. Johnson,,1,arbitrage betting cross bookmaker,sports_betting_market_support,medium,,automated retained set; manual core review required
148,Using Social Media to Identify Market Inefficiencies: Evidence from Twitter and Betfair,2016,9,,https://openalex.org/W2288635478,Discovery Research Portal (University of Dundee),preprint,True,https://eprints.bbk.ac.uk/id/eprint/18396/1/18396.pdf,Alasdair Brown; Dooruj Rambaccussing; J. James Reade; Giambattista Rossi,"Birkbeck, University of London; University of East Anglia; University of Reading",3,betting exchange price efficiency Betfair; stale odds sports betting; betting exchange commission Betfair sports,sports_betting_market_support,medium,,automated retained set; manual core review required
149,Sports Betting-Motivated Corruption in Australia: An Under-Studied Phenomenon,2016,9,10.5296/ijssr.v4i1.8563,https://openalex.org/W2227947796,International Journal of Social Science Research,article,True,https://www.macrothink.org/journal/index.php/ijssr/article/download/8563/7178,Reynald Lastra; Peter Bell; Christine Bond,Griffith University,1,betting exchange commission Betfair sports,sports_betting_market_support,medium,,automated retained set; manual core review required
150,Forecasting soccer matches with betting odds: A tale of two markets,2024,9,10.1016/j.ijforecast.2024.06.013,https://openalex.org/W4401815882,International Journal of Forecasting,article,True,https://doi.org/10.1016/j.ijforecast.2024.06.013,Tadgh Hegarty; Karl Whelan,University College Dublin,1,European football gambling arbitrage soccer,sports_betting_market_support,medium,,automated retained set; manual core review required
151,Beating the bookies with their own numbers - and how the online sports\n betting market is rigged,2017,8,10.48550/arxiv.1710.02824,https://openalex.org/W4297800676,arXiv (Cornell University),preprint,True,https://arxiv.org/pdf/1710.02824,Lisandro Kaunitz; Shenjun Zhong; Javier Kreiner,,3,sports betting arbitrage; sports betting arbitrage; betting market arbitrage odds,sports_betting_market_support,medium,,automated retained set; manual core review required
152,"Regulating Public Morals and Private Markets: Online Securities Trading, Internet Gambling and the Speculation Paradox",2006,8,,https://openalex.org/W3124053013,eYLS (Yale Law School),article,True,https://digitalcommons.law.byu.edu/faculty_scholarship/168,Christine Hurt,,9,bookmaker arbitrage odds dispersion; online bookmaker price dispersion odds; line movement sports betting arbitrage; sports betting transaction costs execution; arbitrage opportunity duration sports betting; sports betting settlement risk void rules; matched betting bonus arbitrage sports; sports betting void rules retirement withdrawal; anchor_levitt,sports_betting_market_support,medium,,automated retained set; manual core review required
153,Betting market efficiency and prediction in binary choice models,2022,8,10.1007/s10479-022-04722-3,https://openalex.org/W4225141138,Annals of Operations Research,article,True,https://link.springer.com/content/pdf/10.1007/s10479-022-04722-3.pdf,Ruud H. Koning; Renske Zijm,University of Groningen,6,betting exchange price efficiency Betfair; overround bookmaker margin sports betting; betting limits stake restrictions bookmaker; football betting market efficiency overround; tennis betting market efficiency; bookmaker pricing model information asymmetry,sports_betting_market_support,medium,,automated retained set; manual core review required
154,Market efficiency and continuous information arrival: evidence from prediction markets,2011,8,10.1080/00036846.2011.564154,https://openalex.org/W2014445730,Applied Economics,article,True,,Paul Docherty; Steve Easton,University of Newcastle Australia,1,betting exchange price efficiency Betfair,sports_betting_market_support,medium,,automated retained set; manual core review required
155,Fantasy sports and gambling regulation in the Asia-Pacific,2021,8,10.1007/s40318-021-00198-8,https://openalex.org/W3195364262,The International Sports Law Journal,article,True,https://link.springer.com/content/pdf/10.1007/s40318-021-00198-8.pdf,Muralee Das,University of Maine,2,sports betting commission fee structure; betting exchange commission Betfair sports,tangential_betting_or_gambling,low,,automated retained set; manual core review required
156,Towards the Use of Blockchain Prediction Markets for Forecasting Wind Power,2020,8,10.1109/energycon48941.2020.9236467,https://openalex.org/W3097829643,,article,True,https://figshare.com/articles/conference_contribution/Towards_the_Use_of_Blockchain_Prediction_Markets_for_Forecasting_Wind_Power/13040447,Mahdieh Shamsi; Paul Cuffe,University College Dublin,1,blockchain sports betting oracle smart contract,prediction_market_other_or_support,low,,automated retained set; manual core review required
157,Testing Profitability in the NBA Season Wins Total Betting Market,2015,8,10.1177/155862351501000204,https://openalex.org/W2277394883,International Journal of Sport Finance,article,False,,Bill M. Woodland; Linda M. Woodland,Eastern Michigan University,1,basketball betting market efficiency NBA,sports_betting_market_support,medium,,automated retained set; manual core review required
158,Match Rigging and the Favorite Long-Shot Bias in the Italian Football Betting Market,2011,8,10.1177/155862351100600404,https://openalex.org/W1561986332,International Journal of Sport Finance,article,True,http://www.siecon.org/online/wp-content/uploads/2011/04/Rossi1.pdf,Marco Rossi,Sapienza University of Rome,2,sports betting market liquidity informed traders; bookmaker pricing model information asymmetry,sports_betting_market_support,medium,,automated retained set; manual core review required
159,Parimutuel Betting Markets: Racetracks and Lotteries Revisited,2021,7,10.2139/ssrn.3865785,https://openalex.org/W3174798015,SSRN Electronic Journal,article,True,https://doi.org/10.2139/ssrn.3865785,William T. Ziemba,University of British Columbia,10,sports betting arbitrage; arbitrage betting cross bookmaker; bookmaker exchange arbitrage Betfair; sports betting market efficiency arbitrage; betting exchange price efficiency Betfair; weak semi strong efficiency sports betting; betting exchange commission Betfair sports; linear programming sports betting kelly criterion; matched betting bonus arbitrage sports; horse racing betting market efficiency arbitrage,sports_betting_market_support,medium,,automated retained set; manual core review required
160,An assessment of quasi-arbitrage opportunities in two fixed-odds horse-race betting markets,2005,7,10.1017/cbo9780511493614.005,https://openalex.org/W2341175128,Cambridge University Press eBooks,book-chapter,False,,Michael Smith; David Paton; Leighton Vaughan Williams,Canterbury Christ Church University; Nottingham Trent University; University of Nottingham,1,betting market arbitrage odds,direct_surebet_or_arbitrage,high,,candidate for manual core review
161,"Game, Sweat, Match: Temperature and Elite Worker Productivity",2023,7,10.3386/w31650,https://openalex.org/W4386426519,National Bureau of Economic Research,report,True,https://doi.org/10.3386/w31650,Marshall Burke; Vincent Tanutama; Sam Heft‐Neal; Miyuki Hino; David B. Lobell,University of North Carolina at Chapel Hill,1,line movement sports betting arbitrage,sports_betting_market_support,medium,,automated retained set; manual core review required
162,Offensive and Defensive Plus–Minus Player Ratings for Soccer,2020,7,10.3390/app10207345,https://openalex.org/W3094052352,Applied Sciences,article,True,https://www.mdpi.com/2076-3417/10/20/7345/pdf,Lars Magnus Hvattum,Molde University College,1,European football gambling arbitrage soccer,sports_betting_market_support,medium,,automated retained set; manual core review required
163,How often does the best team win? A unified approach to understanding randomness in North American sport,2018,7,10.1214/18-aoas1165,https://openalex.org/W2579988816,The Annals of Applied Statistics,preprint,True,https://projecteuclid.org/journals/annals-of-applied-statistics/volume-12/issue-4/How-often-does-the-best-team-win-A-unified-approach/10.1214/18-AOAS1165.pdf,Michael J. Lopez; Gregory J. Matthews; Benjamin S. Baumer,Loyola University Chicago,1,baseball betting market efficiency MLB,sports_betting_market_support,medium,,automated retained set; manual core review required
164,Jai Alai arbitrage strategies,2004,6,10.1080/1351847042000254239,https://openalex.org/W2086912211,European Journal of Finance,article,False,,Daniel E. Lane; William T. Ziemba,University of British Columbia; University of Ottawa,1,sports betting arbitrage,direct_surebet_or_arbitrage,high,,candidate for manual core review
165,Systematic Positive Expected Returns in the UK Fixed Odds Betting Market: An Analysis of the Fink Tank Predictions,2013,6,10.3390/ijfs1040168,https://openalex.org/W2003451341,International Journal of Financial Studies,article,True,https://www.mdpi.com/2227-7072/1/4/168/pdf?version=1386169304,Babatunde Buraimo; David Peel; Robert Simmons,Lancaster University; University of Liverpool,6,inter-market arbitrage sports betting; bookmaker exchange arbitrage Betfair; betting market arbitrage odds; weak semi strong efficiency sports betting; arbitrage opportunity duration sports betting; horse racing betting market efficiency arbitrage,sports_betting_market_support,medium,,automated retained set; manual core review required
166,Betting on the Future: Online Gambling Goes Mainstream Financial,2004,6,,https://openalex.org/W3166857008,SSRN Electronic Journal,article,True,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3702322,Yen -; Michael Mainelli; Sam Dibb,,1,bookmaker exchange arbitrage Betfair,sports_betting_market_support,medium,,automated retained set; manual core review required
167,How Efficient is the European Football Betting Market? Evidence from Arbitrage and Trading Strategies,2007,6,10.2139/ssrn.984469,https://openalex.org/W3123327156,SSRN Electronic Journal,article,True,https://doi.org/10.2139/ssrn.984469,Nikolaos Vlastakis; George Dotsis; Raphael N. Markellos,,1,betting market arbitrage odds,direct_surebet_or_arbitrage,high,DUP-04,candidate for manual core review
168,A machine learning perspective on responsible gambling,2018,6,10.31234/osf.io/sxbaq,https://openalex.org/W4230270537,,preprint,True,https://doi.org/10.31234/osf.io/sxbaq,Arman Hassanniakalager; Philip Newall,University of Bath; University of Warwick,1,European football gambling arbitrage soccer,sports_betting_market_support,medium,DUP-01,automated retained set; manual core review required
169,Forecasting Tennis Match Results Using the Bradley-Terry Model,2022,6,10.1155/2022/1898132,https://openalex.org/W4221016516,International Journal of Photoenergy,article,True,https://downloads.hindawi.com/journals/ijp/2022/1898132.pdf,Aisha Fayomi; Rizwana Majeed; Ali Algarni; Sohail Akhtar; Farrukh Jamal,"Government College University, Lahore; Islamia University of Bahawalpur; King Abdulaziz University; University of Haripur",1,tennis betting market efficiency,sports_betting_market_support,medium,,automated retained set; manual core review required
170,Additional evidence of heuristic-based inefficiency in season wins total betting markets: Major League Baseball,2015,6,10.1007/s12197-015-9322-x,https://openalex.org/W2057796760,Journal of Economics and Finance,article,False,,Bill M. Woodland; Linda M. Woodland,Eastern Michigan University,2,basketball betting market efficiency NBA; baseball betting market efficiency MLB,sports_betting_market_support,medium,,automated retained set; manual core review required
171,Assessing the effectiveness of fuzzy logic-based models for predicting sports event outcomes: A CRITIC-VIKOR approach,2024,6,10.1371/journal.pone.0313913,https://openalex.org/W4405719379,PLoS ONE,article,True,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0313913&type=printable,Taibo Liu,,1,esports betting market efficiency prediction,sports_betting_market_support,medium,,automated retained set; manual core review required
172,Late Informed Betting and the Favorite-Longshot Bias,2003,6,,https://openalex.org/W1551022078,SSRN Electronic Journal,article,True,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=477381,Marco Ottaviani; Peter Norman Sørensen,Bocconi University; University of Copenhagen,1,anchor_shin,tangential_betting_or_gambling,low,,automated retained set; manual core review required
173,The betting market over time: overround and surebets in European football,2018,5,10.17811/ebl.7.4.2018.129-136,https://openalex.org/W2902781158,Economics and Business Letters,article,True,https://doi.org/10.17811/ebl.7.4.2018.129-136,Carlos Gómez‐González; Julio del Corral,University of Castilla-La Mancha,3,surebet sports betting overround; arbitrage betting cross bookmaker; anchor_overround_surebets,direct_surebet_or_arbitrage,high,,candidate for manual core review
174,"A Systematic Review of Machine Learning in Soccer Betting: Techniques, Challenges, and Future Directions",2025,5,10.20944/preprints202501.2060.v1,https://openalex.org/W4407037437,Preprints.org,review,True,https://www.preprints.org/frontend/manuscript/bf5344099eb745efafd48db2d1dbf8e2/download_pub,René Manassé Galekwa; Jean Marie Tshimula; Etienne Gael Tajeuna; Kyandoghere Kyamakya,,4,arbitrage betting cross bookmaker; line movement sports betting arbitrage; sports betting stake allocation optimization; esports betting market efficiency prediction,sports_betting_market_support,medium,,automated retained set; manual core review required
175,Structural characteristics of fixed-odds sports betting products,2021,5,10.31234/osf.io/thwz5,https://openalex.org/W4231785220,,preprint,True,https://psyarxiv.com/thwz5/download,Philip Newall; Alex Russell; Nerilee Hing,Central Queensland University,5,arbitrage betting cross bookmaker; betting limits stake restrictions bookmaker; arbitrage opportunity duration sports betting; matched betting bonus arbitrage sports; statistical arbitrage sports betting probability,sports_betting_market_support,medium,DUP-09,automated retained set; manual core review required
176,Yugonostalgic against all odds: nostalgia for Socialist Federal Republic of Yugoslavia among young leftist activists in contemporary Serbia,2013,5,,https://openalex.org/W2291934151,Minerva Access (University of Melbourne),dissertation,True,http://hdl.handle.net/11343/38288,Nadiya Chushak,,1,stale odds sports betting,tangential_betting_or_gambling,low,,automated retained set; manual core review required
177,Effects of Football Match Results of Croatian National Team on Stock Returns: Evidence from Zagreb Stock Exchange,2019,5,10.2478/zireb-2019-0010,https://openalex.org/W2951198614,Zagreb international review of economics and business/Zagreb international review of economics & business,article,True,https://content.sciendo.com/downloadpdf/journals/zireb/22/1/article-p13.pdf,Tihana Škrinjarić; Patrik Barišić,University of Zagreb,1,stale odds sports betting,tangential_betting_or_gambling,low,,automated retained set; manual core review required
178,Probabilistic forecasts for the 2018 FIFA World Cup based on the bookmaker consensus model,2018,5,,https://openalex.org/W2807052237,Econstor (Econstor),preprint,True,http://hdl.handle.net/10419/184987,Achim Zeileis; Christoph Leitner; Kurt Hornik,,1,overround bookmaker margin sports betting,sports_betting_market_support,medium,,automated retained set; manual core review required
179,An Empirical Investigation of the Forecast Accuracy of Play-Money Prediction Markets and Professional Betting Markets,2008,5,,https://openalex.org/W1599357756,Journal of the Association for Information Systems,article,True,http://aisel.aisnet.org/ecis2008/236,Christian Slamka; Stefan Luckner; Thomas Seemann; Jan Schröder,Goethe University Frankfurt,1,betting limits stake restrictions bookmaker,sports_betting_market_support,medium,,automated retained set; manual core review required
180,A highly accurate Mamdani fuzzy inference system for tennis match predictions,2025,5,10.1007/s10700-025-09440-6,https://openalex.org/W4407263569,Fuzzy Optimization and Decision Making,article,True,https://link.springer.com/content/pdf/10.1007/s10700-025-09440-6.pdf,Boldizsár Tüű-Szabó; László T. Kóczy,Budapest University of Technology and Economics; Széchenyi István University,1,robust optimization uncertainty sports betting,sports_betting_market_support,medium,,automated retained set; manual core review required
181,A combinatorial approach in predicting the outcome of tennis matches,2021,5,10.34768/amcs-2021-0036,https://openalex.org/W3203692254,International Journal of Applied Mathematics and Computer Science,article,True,https://reference-global.com/2/v2/download/article/10.34768/amcs-2021-0036.pdf,Ana Šarčević; Mihaela Vranić; Damir Pintar,University of Zagreb,1,tennis betting market efficiency,tangential_betting_or_gambling,low,,automated retained set; manual core review required
182,Market Efficiency and Behavioral Biases in the WNBA Betting Market,2014,5,10.3390/ijfs2020193,https://openalex.org/W1984282644,International Journal of Financial Studies,article,True,https://www.mdpi.com/2227-7072/2/2/193/pdf?version=1398325893,Rodney J. Paul; Andrew P. Weinbach,Coastal Carolina University; Syracuse University,1,basketball betting market efficiency NBA,sports_betting_market_support,medium,,automated retained set; manual core review required
183,Inter-Market Arbitrage in Betting,2011,5,10.2139/ssrn.1503375,https://openalex.org/W2096038353,SSRN Electronic Journal,article,True,https://doi.org/10.2139/ssrn.1503375,Egon Franck; Erwin Verbeek; Stephan Nüesch,University of Münster; Zurich University of Applied Sciences in Business Administration,1,anchor_inter_market_arb2,direct_surebet_or_arbitrage,high,DUP-05,candidate for manual core review
184,Inter-market Arbitrage in Sports Betting,2009,4,,https://openalex.org/W1568868964,RePEc: Research Papers in Economics,preprint,False,,Egon Franck; Erwin Verbeek; Nina Stephan; Stephan Nü,,6,sports betting arbitrage; inter-market arbitrage sports betting; betting market arbitrage odds; sports betting market efficiency arbitrage; anchor_inter_market_arb; anchor_inter_market_arb2,direct_surebet_or_arbitrage,high,,candidate for manual core review
185,The Efficiency of Sport Betting Markets: An Analysis Using Arbitrage Trading within Super Rugby,2018,4,10.1177/155862351801300305,https://openalex.org/W2954258352,International Journal of Sport Finance,article,False,,Matthew Buckle; Chun‐Sung Huang,University of Cape Town,3,sports betting arbitrage; betting market arbitrage odds; sports betting market efficiency arbitrage,sports_betting_market_support,medium,,automated retained set; manual core review required
186,Integrity Fees in Sports Betting Markets,2021,4,10.1057/s41302-020-00179-z,https://openalex.org/W3118658171,Eastern Economic Journal,article,True,https://link.springer.com/content/pdf/10.1057/s41302-020-00179-z.pdf,Craig A. Depken; John M. Gandar,University of North Carolina at Charlotte,5,inter-market arbitrage sports betting; sports betting market efficiency arbitrage; statistical arbitrage sports betting probability; anchor_inter_market_arb; anchor_levitt,sports_betting_market_support,medium,,automated retained set; manual core review required
